HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.choice,Approve,Reject
34HEO7RUG72ZAWZNZ491PF7SNVPAR8,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3PPTZCWALSS3MMQPOJ52Q1JKY41QZT,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:46:53 PDT 2018,Tue Aug 14 18:46:56 PDT 2018,Fri Aug 17 18:46:56 PDT 2018,Tue Aug 14 19:40:20 PDT 2018,,,3,100% (41/41),100% (41/41),100% (41/41),livesacqn:liveKVY8k.png,optionB,,
34HEO7RUG72ZAWZNZ491PF7SNVPAR8,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3TDXMTX3CD2OHEIV963IK1Z32QO6IG,A1F01FVEPYCPHO,Approved,Tue Aug 14 18:48:18 PDT 2018,Tue Aug 14 18:49:05 PDT 2018,Fri Aug 17 18:49:05 PDT 2018,Tue Aug 14 19:40:20 PDT 2018,,,47,100% (21/21),100% (21/21),100% (21/21),livesacqn:liveKVY8k.png,optionB,,
34HEO7RUG72ZAWZNZ491PF7SNVPAR8,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3V26SBZTBFMC0ERGBFOFHUVO37MZZW,ATV47Z6T02GHA,Approved,Tue Aug 14 18:48:20 PDT 2018,Tue Aug 14 18:48:23 PDT 2018,Fri Aug 17 18:48:23 PDT 2018,Tue Aug 14 19:40:20 PDT 2018,,,3,100% (25/25),100% (25/25),100% (25/25),livesacqn:liveKVY8k.png,optionB,,
35A1YQPVFFOPBRKNELOB3CQF8L55IT,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,33UKMF931BSKSQ9IZVAF9ITQXFETTU,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:47:19 PDT 2018,Tue Aug 14 18:49:29 PDT 2018,Fri Aug 17 18:49:29 PDT 2018,Tue Aug 14 19:40:22 PDT 2018,,,130,100% (34/34),100% (34/34),100% (34/34),live2ZWHQ:live1Vwq7.png,optionB,,
35A1YQPVFFOPBRKNELOB3CQF8L55IT,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,34V1S5K3GU9V6DPS5CX57800J01960,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:48:20 PDT 2018,Tue Aug 14 18:48:23 PDT 2018,Fri Aug 17 18:48:23 PDT 2018,Tue Aug 14 19:40:22 PDT 2018,,,3,100% (31/31),100% (31/31),100% (31/31),live2ZWHQ:live1Vwq7.png,optionB,,
35A1YQPVFFOPBRKNELOB3CQF8L55IT,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3ATTHHXXWCW10T2RATC8KECNZUMIXL,A1P8K83P1987GB,Approved,Tue Aug 14 18:46:48 PDT 2018,Tue Aug 14 18:46:51 PDT 2018,Fri Aug 17 18:46:51 PDT 2018,Tue Aug 14 19:40:22 PDT 2018,,,3,100% (33/33),100% (33/33),100% (33/33),live2ZWHQ:live1Vwq7.png,optionB,,
35A1YQPVFFOPBRKNELOB3CQF8L55IT,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3CTOC39K39Y3GPG6AYTA2GEZAGWJ73,A1YPOIURXB6ESR,Approved,Tue Aug 14 18:47:14 PDT 2018,Tue Aug 14 18:47:18 PDT 2018,Fri Aug 17 18:47:18 PDT 2018,Tue Aug 14 19:40:22 PDT 2018,,,4,100% (15/15),100% (15/15),100% (15/15),live2ZWHQ:live1Vwq7.png,optionB,,
35A1YQPVFFOPBRKNELOB3CQF8L55IT,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3IQ1VMJRYVSWTF1VVPEHND2MFJR9AQ,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:48:23 PDT 2018,Tue Aug 14 18:48:25 PDT 2018,Fri Aug 17 18:48:25 PDT 2018,Tue Aug 14 19:40:22 PDT 2018,,,2,100% (41/41),100% (41/41),100% (41/41),live2ZWHQ:live1Vwq7.png,optionB,,
35A1YQPVFFOPBRKNELOB3CQF8L55IT,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3OHYZ19UGEDZ0251XEXZK3XBAICOAI,AF3EMBTO817L3,Approved,Tue Aug 14 18:46:20 PDT 2018,Tue Aug 14 18:46:27 PDT 2018,Fri Aug 17 18:46:27 PDT 2018,Tue Aug 14 19:40:22 PDT 2018,,,7,100% (11/11),100% (11/11),100% (11/11),live2ZWHQ:live1Vwq7.png,optionB,,
35A1YQPVFFOPBRKNELOB3CQF8L55IT,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3TVSS0C0E38CK7DCU0FQW20P19WTWK,A7150GR6HHY5D,Approved,Tue Aug 14 18:47:23 PDT 2018,Tue Aug 14 18:47:35 PDT 2018,Fri Aug 17 18:47:35 PDT 2018,Tue Aug 14 19:40:22 PDT 2018,,,12,100% (6/6),100% (6/6),100% (6/6),live2ZWHQ:live1Vwq7.png,optionB,,
35A1YQPVFFOPBRKNELOB3CQF8L55IT,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3UN61F00HYX5R9L0UANM6NMUTRVR5O,ATV47Z6T02GHA,Approved,Tue Aug 14 18:47:09 PDT 2018,Tue Aug 14 18:47:14 PDT 2018,Fri Aug 17 18:47:14 PDT 2018,Tue Aug 14 19:40:23 PDT 2018,,,5,100% (25/25),100% (25/25),100% (25/25),live2ZWHQ:live1Vwq7.png,optionB,,
35O6H0UNLTOL624TW39BFD5FL0U5J5,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,32KTQ2V7RFNXVGAKSS4MW4XM90GM9N,A1F01FVEPYCPHO,Approved,Tue Aug 14 18:48:59 PDT 2018,Tue Aug 14 18:49:28 PDT 2018,Fri Aug 17 18:49:28 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,29,100% (21/21),100% (21/21),100% (21/21),liveawLoL:liveuNoce.png,optionB,,
35O6H0UNLTOL624TW39BFD5FL0U5J5,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,38BQUHLA9Y8023EQUHN4TUSB4Z1OM2,AFOSHFLRNELUY,Approved,Tue Aug 14 18:46:50 PDT 2018,Tue Aug 14 18:46:56 PDT 2018,Fri Aug 17 18:46:56 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,6,100% (5/5),100% (5/5),100% (5/5),liveawLoL:liveuNoce.png,optionB,,
35O6H0UNLTOL624TW39BFD5FL0U5J5,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3H0W84IWBMA5NSET5BGPAHS76KVERD,A1C6BNLZXBOMT7,Approved,Tue Aug 14 18:48:31 PDT 2018,Tue Aug 14 19:26:28 PDT 2018,Fri Aug 17 19:26:28 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,2277,100% (7/7),100% (7/7),100% (7/7),liveawLoL:liveuNoce.png,optionB,,
35O6H0UNLTOL624TW39BFD5FL0U5J5,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3IRIK4HM3CSX4BWVHW7W9Y18PL4C6K,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:49:21 PDT 2018,Tue Aug 14 18:52:12 PDT 2018,Fri Aug 17 18:52:12 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,171,100% (34/34),100% (34/34),100% (34/34),liveawLoL:liveuNoce.png,optionB,,
35O6H0UNLTOL624TW39BFD5FL0U5J5,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3KKG4CDWKK6HRQLEMO4QAAGMN9V94F,A2AXM0P5F44DH2,Approved,Tue Aug 14 18:48:18 PDT 2018,Tue Aug 14 18:48:27 PDT 2018,Fri Aug 17 18:48:27 PDT 2018,Tue Aug 14 19:40:27 PDT 2018,,,9,100% (3/3),100% (3/3),100% (3/3),liveawLoL:liveuNoce.png,optionB,,
35O6H0UNLTOL624TW39BFD5FL0U5J5,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3L4D84MIL1009EMIN7FMTT3TOJTJH6,A1YPOIURXB6ESR,Approved,Tue Aug 14 18:48:22 PDT 2018,Tue Aug 14 18:48:27 PDT 2018,Fri Aug 17 18:48:27 PDT 2018,Tue Aug 14 19:40:27 PDT 2018,,,5,100% (15/15),100% (15/15),100% (15/15),liveawLoL:liveuNoce.png,optionB,,
35O6H0UNLTOL624TW39BFD5FL0U5J5,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3LPW2N6LKVAX71DHY4IRBY9E0QZU5V,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:47:41 PDT 2018,Tue Aug 14 18:47:45 PDT 2018,Fri Aug 17 18:47:45 PDT 2018,Tue Aug 14 19:40:27 PDT 2018,,,4,100% (31/31),100% (31/31),100% (31/31),liveawLoL:liveuNoce.png,optionB,,
35O6H0UNLTOL624TW39BFD5FL0U5J5,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3PWWM24LHU67A7NHDIFOHZODJPH28N,A1P8K83P1987GB,Approved,Tue Aug 14 18:48:31 PDT 2018,Tue Aug 14 18:48:34 PDT 2018,Fri Aug 17 18:48:34 PDT 2018,Tue Aug 14 19:40:27 PDT 2018,,,3,100% (33/33),100% (33/33),100% (33/33),liveawLoL:liveuNoce.png,optionB,,
378G7J1SJM6785XLE3LT8X500P1WER,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:40 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:40 PDT 2018,,,3QFUFYSY90NQS0CRPA4IK62XQ7Q4F2,A3DIUIYXBJIKQN,Approved,Tue Aug 14 18:47:22 PDT 2018,Tue Aug 14 18:47:27 PDT 2018,Fri Aug 17 18:47:27 PDT 2018,Tue Aug 14 19:40:00 PDT 2018,,,5,100% (22/22),100% (22/22),100% (22/22),livetUVW6:live3JoJ8.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,31EUONYN2XBJSQ8Z89OVGQBOVSDVOQ,AFAMC5N8YVPJZ,Approved,Tue Aug 14 18:46:31 PDT 2018,Tue Aug 14 18:47:05 PDT 2018,Fri Aug 17 18:47:05 PDT 2018,Tue Aug 14 19:40:25 PDT 2018,,,34,100% (9/9),100% (9/9),100% (9/9),liveMLwoJ:liveUcZsS.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,388U7OUMF996W2ZZX4HAPSQ3CJKR03,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:46:56 PDT 2018,Tue Aug 14 18:47:00 PDT 2018,Fri Aug 17 18:47:00 PDT 2018,Tue Aug 14 19:40:25 PDT 2018,,,4,100% (31/31),100% (31/31),100% (31/31),liveMLwoJ:liveUcZsS.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3E1QT0TDFRHBLS1J2L0G4FVU8LE8I4,A1P8K83P1987GB,Approved,Tue Aug 14 18:47:30 PDT 2018,Tue Aug 14 18:47:34 PDT 2018,Fri Aug 17 18:47:34 PDT 2018,Tue Aug 14 19:40:25 PDT 2018,,,4,100% (33/33),100% (33/33),100% (33/33),liveMLwoJ:liveUcZsS.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3GFK2QRXXBPAZ52MT4XSTMUBL6B5W6,A1X9OTML2CUQBD,Approved,Tue Aug 14 18:47:34 PDT 2018,Tue Aug 14 18:47:38 PDT 2018,Fri Aug 17 18:47:38 PDT 2018,Tue Aug 14 19:40:25 PDT 2018,,,4,100% (19/19),100% (19/19),100% (19/19),liveMLwoJ:liveUcZsS.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3LEP4MGT3I8DFFJ4DJJF4K5IOMRBD4,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:47:40 PDT 2018,Tue Aug 14 18:47:42 PDT 2018,Fri Aug 17 18:47:42 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,2,100% (41/41),100% (41/41),100% (41/41),liveMLwoJ:liveUcZsS.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3LJ7UR74RJL2GSP8NYNVSBB6SYC4N9,A1UDYGZ37Q9V0K,Approved,Tue Aug 14 18:47:35 PDT 2018,Tue Aug 14 18:47:40 PDT 2018,Fri Aug 17 18:47:40 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,5,100% (21/21),100% (21/21),100% (21/21),liveMLwoJ:liveUcZsS.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3MH9DQ757YKVNY21F01IFV03QZEGU0,A327UK7NP38HYP,Approved,Tue Aug 14 18:48:23 PDT 2018,Tue Aug 14 18:48:41 PDT 2018,Fri Aug 17 18:48:41 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,18,100% (2/2),100% (2/2),100% (2/2),liveMLwoJ:liveUcZsS.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3QIYRE09Y5PLOTSP0G4TUD43GE21NT,A2HD5XMM48KKJW,Approved,Tue Aug 14 18:47:48 PDT 2018,Tue Aug 14 18:47:57 PDT 2018,Fri Aug 17 18:47:57 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,9,100% (5/5),100% (5/5),100% (5/5),liveMLwoJ:liveUcZsS.png,optionB,,
37SOB9Z0ST5OND5PL5XVGVKNBT83LF,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3SKRO2GZ73ZKGN7M33CD2LNZMJX1KO,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:47:40 PDT 2018,Tue Aug 14 18:51:49 PDT 2018,Fri Aug 17 18:51:49 PDT 2018,Tue Aug 14 19:40:26 PDT 2018,,,249,100% (34/34),100% (34/34),100% (34/34),liveMLwoJ:liveUcZsS.png,optionB,,
385MDVINFDNFJLJDS4WK5DIS5XXWJC,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3483FV8BEGRK6T4TK3IQXLSMDUR625,A30BPQ2QGZOXN8,Approved,Tue Aug 14 18:47:52 PDT 2018,Tue Aug 14 18:47:55 PDT 2018,Fri Aug 17 18:47:55 PDT 2018,Tue Aug 14 19:40:39 PDT 2018,,,3,100% (14/14),100% (14/14),100% (14/14),liveRZWx2:liveFdY1z.png,optionB,,
385MDVINFDNFJLJDS4WK5DIS5XXWJC,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3PJ71Z61R6A0ZROVZ6LOCC9JBPL19U,A3UUH3632AI3ZX,Approved,Tue Aug 14 18:47:32 PDT 2018,Tue Aug 14 18:47:34 PDT 2018,Fri Aug 17 18:47:34 PDT 2018,Tue Aug 14 19:40:39 PDT 2018,,,2,100% (41/41),100% (41/41),100% (41/41),liveRZWx2:liveFdY1z.png,optionB,,
385MDVINFDNFJLJDS4WK5DIS5XXWJC,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3TK8OJTYM3T1DQK0N91A5QGE5X9VP7,AF3EMBTO817L3,Approved,Tue Aug 14 18:46:32 PDT 2018,Tue Aug 14 18:46:37 PDT 2018,Fri Aug 17 18:46:37 PDT 2018,Tue Aug 14 19:40:39 PDT 2018,,,5,100% (11/11),100% (11/11),100% (11/11),liveRZWx2:liveFdY1z.png,optionB,,
385MDVINFDNFJLJDS4WK5DIS5XXWJC,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3WETL7AQWVGD870YJKMQOPJENDG53Z,ATIGCUKIPNWG0,Approved,Tue Aug 14 18:48:06 PDT 2018,Tue Aug 14 18:48:15 PDT 2018,Fri Aug 17 18:48:15 PDT 2018,Tue Aug 14 19:40:39 PDT 2018,,,9,100% (12/12),100% (12/12),100% (12/12),liveRZWx2:liveFdY1z.png,optionB,,
385MDVINFDNFJLJDS4WK5DIS5XXWJC,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3XLBSAQ9Z6KTG4LASKWWQA2PTE9Z74,A1MFIHM9FO2YT0,Approved,Tue Aug 14 18:47:44 PDT 2018,Tue Aug 14 18:47:53 PDT 2018,Fri Aug 17 18:47:53 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,9,100% (3/3),100% (3/3),100% (3/3),liveRZWx2:liveFdY1z.png,optionB,,
385MDVINFDNFJLJDS4WK5DIS5XXWJC,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3Z2R0DQ0JJMOJ8X8QL1O99KZUSFE2Y,A1P8K83P1987GB,Approved,Tue Aug 14 18:47:46 PDT 2018,Tue Aug 14 18:47:49 PDT 2018,Fri Aug 17 18:47:49 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,3,100% (33/33),100% (33/33),100% (33/33),liveRZWx2:liveFdY1z.png,optionB,,
385MDVINFDNFJLJDS4WK5DIS5XXWJC,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3ZDAD0O1T3LR97I245BCYLEWAB2TXD,A2JFK6KAWDU0KA,Approved,Tue Aug 14 18:47:26 PDT 2018,Tue Aug 14 18:50:04 PDT 2018,Fri Aug 17 18:50:04 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,158,100% (34/34),100% (34/34),100% (34/34),liveRZWx2:liveFdY1z.png,optionB,,
385MDVINFDNFJLJDS4WK5DIS5XXWJC,3LI79ZAG3MJRY7LMOP4ZAHBFPOOO2G,Choose between image A or B,Choose between image A or B based on the criteria mentioned,"image, comparison, choose, abtest",$0.01,Tue Aug 14 18:45:41 PDT 2018,10,BatchId:3340125;OriginalHitTemplateId:926158629;,3600,259200,Tue Aug 21 18:45:41 PDT 2018,,,3ZWFC4W1UWFXT6EP0M0VSZD7IL9RF7,A2J62BRLYSAI7R,Approved,Tue Aug 14 18:47:28 PDT 2018,Tue Aug 14 18:47:31 PDT 2018,Fri Aug 17 18:47:31 PDT 2018,Tue Aug 14 19:40:40 PDT 2018,,,3,100% (31/31),100% (31/31),100% (31/31),liveRZWx2:liveFdY1z.png,optionB,,
